index,CustomerID,TotalTransactions,TotalQuantity,TotalSpending,FirstPurchase,LastPurchase,CustomerLifetime,AvgOrderValue,PurchaseFrequency
25,12375.0,2,178,457.5,2011-09-02 14:23:00,2011-11-29 10:36:00,87,228.75,0.022727272727272728
26,12377.0,2,944,1628.12,2010-12-20 09:37:00,2011-01-28 15:45:00,39,814.06,0.05
27,12378.0,1,2529,4008.62,2011-08-02 10:34:00,2011-08-02 10:34:00,0,4008.62,1.0
28,12379.0,2,407,852.24,2011-06-22 16:32:00,2011-09-19 10:09:00,88,426.12,0.02247191011235955
29,12380.0,4,1127,2724.81,2011-06-07 09:49:00,2011-11-18 11:27:00,164,681.2025,0.024242424242424242
30,12381.0,5,808,1845.31,2011-08-12 09:57:00,2011-12-05 12:44:00,115,369.062,0.04310344827586207
31,12383.0,5,1532,1850.56,2010-12-22 14:28:00,2011-06-08 08:02:00,167,370.11199999999997,0.02976190476190476
32,12384.0,2,126,585.27,2011-08-10 11:23:00,2011-11-11 08:39:00,92,292.635,0.021505376344086023
33,12386.0,2,354,401.9,2010-12-08 09:53:00,2011-01-06 12:37:00,29,200.95,0.06666666666666667
34,12388.0,6,1462,2780.66,2011-01-17 11:12:00,2011-11-24 12:30:00,311,463.4433333333333,0.019230769230769232
35,12390.0,1,353,549.84,2011-09-21 09:33:00,2011-09-21 09:33:00,0,549.84,1.0
36,12391.0,1,300,460.89,2011-11-18 12:07:00,2011-11-18 12:07:00,0,460.89,1.0
37,12393.0,4,816,1582.6000000000001,2011-01-11 09:47:00,2011-09-28 15:41:00,260,395.65000000000003,0.01532567049808429
38,12394.0,2,819,1272.48,2011-05-06 14:01:00,2011-10-07 08:08:00,153,636.24,0.012987012987012988
39,12395.0,12,2118,3018.63,2010-12-03 16:35:00,2011-11-20 15:21:00,351,251.5525,0.03409090909090909
40,12397.0,2,1263,2409.9,2011-07-27 14:21:00,2011-11-04 09:52:00,99,1204.95,0.02
41,12398.0,1,1394,1635.6599999999999,2011-10-25 10:27:00,2011-10-25 10:27:00,0,1635.6599999999999,1.0
42,12399.0,4,1178,1108.65,2011-03-23 09:42:00,2011-08-12 13:15:00,142,277.1625,0.027972027972027972
43,12401.0,1,11,84.3,2011-02-09 13:50:00,2011-02-09 13:50:00,0,84.3,1.0
44,12402.0,1,94,225.6,2011-01-20 13:49:00,2011-01-20 13:49:00,0,225.6,1.0
45,12403.0,1,96,427.7,2011-10-21 10:51:00,2011-10-21 10:51:00,0,427.7,1.0
46,12405.0,1,857,1710.39,2011-07-14 08:52:00,2011-07-14 08:52:00,0,1710.39,1.0
47,12406.0,2,1818,3415.3,2011-06-09 10:23:00,2011-11-17 19:22:00,161,1707.65,0.012345679012345678
48,12407.0,5,1416,1708.1200000000001,2011-03-20 13:21:00,2011-10-21 10:11:00,214,341.624,0.023255813953488372
49,12408.0,5,1409,2888.55,2011-03-24 14:46:00,2011-11-07 12:27:00,227,577.71,0.021929824561403508
50,12409.0,3,5551,11072.67,2011-06-10 12:19:00,2011-09-22 10:38:00,103,3690.89,0.028846153846153848
51,12410.0,2,211,693.3299999999999,2011-02-04 10:38:00,2011-02-04 10:39:00,0,346.66499999999996,2.0
52,12412.0,3,829,1226.88,2011-06-23 13:51:00,2011-09-26 10:16:00,94,408.96000000000004,0.031578947368421054
53,12413.0,3,286,758.1,2011-01-06 16:12:00,2011-10-04 09:00:00,270,252.70000000000002,0.01107011070110701
54,12414.0,3,300,562.41,2011-02-02 14:51:00,2011-05-06 14:51:00,93,187.47,0.031914893617021274
55,12415.0,21,77374,124914.53,2011-01-06 11:12:00,2011-11-15 14:22:00,313,5948.310952380953,0.06687898089171974
56,12417.0,9,1552,3649.1,2010-12-17 11:51:00,2011-12-06 14:52:00,354,405.4555555555555,0.02535211267605634
57,12418.0,1,407,668.58,2011-08-19 11:08:00,2011-08-19 11:08:00,0,668.58,1.0
58,12420.0,1,345,600.39,2011-10-07 08:55:00,2011-10-07 08:55:00,0,600.39,1.0
59,12421.0,4,484,807.04,2011-01-24 15:09:00,2011-11-24 09:07:00,303,201.76,0.013157894736842105
60,12422.0,3,370,803.5600000000001,2011-01-19 09:13:00,2011-09-05 09:48:00,229,267.85333333333335,0.013043478260869565
61,12423.0,8,1339,1859.31,2010-12-21 10:54:00,2011-12-09 10:10:00,352,232.41375,0.0226628895184136
62,12424.0,2,740,1760.96,2011-06-30 12:06:00,2011-06-30 12:06:00,0,880.48,2.0
63,12425.0,1,496,777.2,2011-09-22 17:31:00,2011-09-22 17:31:00,0,777.2,1.0
64,12426.0,1,258,582.73,2011-05-29 12:26:00,2011-05-29 12:26:00,0,582.73,1.0
65,12427.0,3,533,825.8,2010-12-03 10:44:00,2011-11-18 08:56:00,349,275.26666666666665,0.008571428571428572
66,12428.0,9,3536,7956.46,2011-03-01 09:33:00,2011-11-14 08:22:00,257,884.0511111111111,0.03488372093023256
67,12429.0,4,1557,3750.4,2010-12-09 12:05:00,2011-11-30 17:22:00,356,937.6,0.011204481792717087
68,12430.0,1,117,256.4,2011-10-27 15:09:00,2011-10-27 15:09:00,0,256.4,1.0
69,12431.0,15,2906,6487.45,2010-12-01 10:03:00,2011-11-04 11:55:00,338,432.49666666666667,0.04424778761061947
70,12432.0,5,1801,5059.32,2011-06-20 13:27:00,2011-10-28 11:43:00,129,1011.8639999999999,0.038461538461538464
71,12433.0,7,11071,13375.87,2010-12-01 13:24:00,2011-12-09 10:02:00,372,1910.8385714285716,0.01876675603217158
72,12434.0,2,394,806.14,2011-03-24 13:05:00,2011-09-16 12:38:00,175,403.07,0.011363636363636364
73,12435.0,2,2055,7829.89,2011-03-17 07:40:00,2011-09-21 09:06:00,188,3914.945,0.010582010582010581
74,12436.0,1,211,509.01,2011-09-01 12:09:00,2011-09-01 12:09:00,0,509.01,1.0
75,12437.0,18,2922,4951.41,2011-01-12 14:13:00,2011-12-08 11:35:00,329,275.0783333333333,0.05454545454545454
76,12438.0,2,1180,2906.85,2011-07-22 13:29:00,2011-11-25 13:28:00,125,1453.425,0.015873015873015872
77,12441.0,1,121,173.55,2010-12-08 10:45:00,2010-12-08 10:45:00,0,173.55,1.0
78,12442.0,1,182,172.06,2011-12-06 14:22:00,2011-12-06 14:22:00,0,172.06,1.0
79,12444.0,5,1153,5005.46,2011-06-21 14:00:00,2011-11-18 13:23:00,149,1001.092,0.03333333333333333
80,12445.0,1,62,133.4,2011-11-17 18:43:00,2011-11-17 18:43:00,0,133.4,1.0
81,12446.0,1,351,1002.3100000000001,2011-10-13 12:50:00,2011-10-13 12:50:00,0,1002.3100000000001,1.0
82,12447.0,1,190,476.49,2011-04-10 13:25:00,2011-04-10 13:25:00,0,476.49,1.0
83,12448.0,1,243,449.45,2011-10-26 13:46:00,2011-10-26 13:46:00,0,449.45,1.0
84,12449.0,4,1553,4067.29,2011-06-05 15:37:00,2011-11-17 13:46:00,164,1016.8225,0.024242424242424242
85,12450.0,2,128,197.88,2011-06-19 14:36:00,2011-07-06 14:41:00,17,98.94,0.1111111111111111
86,12451.0,5,6575,9035.52,2011-01-19 09:05:00,2011-11-29 08:40:00,313,1807.104,0.01592356687898089
87,12452.0,2,185,430.57,2011-11-23 08:05:00,2011-11-23 10:28:00,0,215.285,2.0
88,12453.0,1,473,707.09,2011-07-28 14:08:00,2011-07-28 14:08:00,0,707.09,1.0
89,12454.0,1,1006,3528.34,2011-10-14 17:13:00,2011-10-14 17:13:00,0,3528.34,1.0
90,12455.0,6,2089,2466.86,2011-02-16 09:56:00,2011-09-27 15:31:00,223,411.1433333333334,0.026785714285714284
91,12456.0,3,1633,3181.04,2011-03-30 09:12:00,2011-10-26 14:41:00,210,1060.3466666666666,0.014218009478672985
92,12457.0,7,843,2363.23,2011-04-14 18:57:00,2011-10-04 13:13:00,172,337.6042857142857,0.04046242774566474
93,12458.0,2,506,947.4,2011-02-28 10:55:00,2011-09-29 15:25:00,213,473.7,0.009345794392523364
94,12461.0,2,287,826.88,2011-07-08 10:23:00,2011-09-06 16:57:00,60,413.44,0.03278688524590164
95,12462.0,2,536,1189.59,2011-02-09 14:44:00,2011-11-21 09:11:00,284,594.795,0.007017543859649123
96,12463.0,4,776,1344.78,2011-04-12 12:47:00,2011-10-17 13:44:00,188,336.195,0.021164021164021163
97,12464.0,8,112,1212.05,2011-02-03 13:30:00,2011-11-29 13:33:00,299,151.50625,0.02666666666666667
98,12465.0,2,479,742.1899999999999,2011-06-23 13:37:00,2011-11-22 16:34:00,152,371.09499999999997,0.013071895424836602
99,12468.0,2,366,729.5400000000001,2011-01-27 13:29:00,2011-06-05 11:36:00,128,364.77000000000004,0.015503875968992248
100,12471.0,30,8212,19824.05,2010-12-10 09:35:00,2011-12-07 15:43:00,362,660.8016666666666,0.08264462809917356
101,12472.0,7,4148,6572.11,2010-12-05 14:19:00,2011-11-07 14:01:00,336,938.8728571428571,0.020771513353115726
102,12473.0,5,2439,3938.5499999999997,2011-06-01 10:15:00,2011-11-10 13:46:00,162,787.7099999999999,0.03067484662576687
103,12474.0,18,4847,7375.79,2011-01-14 10:06:00,2011-11-22 14:39:00,312,409.7661111111111,0.05750798722044728
104,12475.0,1,535,723.38,2011-10-17 10:10:00,2011-10-17 10:10:00,0,723.38,1.0
105,12476.0,11,2408,6816.42,2010-12-13 14:39:00,2011-11-24 12:40:00,345,619.6745454545454,0.031791907514450865
106,12477.0,6,3653,13219.74,2011-02-11 12:45:00,2011-11-17 09:51:00,278,2203.29,0.021505376344086023
107,12478.0,1,236,680.99,2011-12-06 09:56:00,2011-12-06 09:56:00,0,680.99,1.0
108,12479.0,1,385,527.2,2011-11-28 13:26:00,2011-11-28 13:26:00,0,527.2,1.0
109,12480.0,4,1707,3281.63,2011-01-07 15:27:00,2011-11-11 14:52:00,307,820.4075,0.012987012987012988
110,12481.0,10,3304,5596.32,2010-12-09 10:13:00,2011-11-17 08:29:00,342,559.632,0.029154518950437316
111,12483.0,8,1110,2484.98,2011-01-04 14:20:00,2011-11-22 17:02:00,322,310.6225,0.02476780185758514
112,12484.0,6,2191,4541.72,2011-01-07 14:04:00,2011-11-07 11:37:00,303,756.9533333333334,0.019736842105263157
113,12488.0,3,529,1298.66,2011-09-25 10:34:00,2011-11-30 08:50:00,65,432.8866666666667,0.045454545454545456
114,12489.0,1,105,334.93,2011-01-07 13:13:00,2011-01-07 13:13:00,0,334.93,1.0
115,12490.0,10,3064,5417.93,2011-01-14 09:13:00,2011-12-04 16:07:00,324,541.793,0.03076923076923077
116,12491.0,1,260,460.40000000000003,2011-11-01 12:18:00,2011-11-01 12:18:00,0,460.40000000000003,1.0
117,12492.0,2,192,263.21000000000004,2011-08-26 14:51:00,2011-10-07 15:15:00,42,131.60500000000002,0.046511627906976744
118,12493.0,2,207,433.74,2011-05-26 14:53:00,2011-06-27 10:17:00,31,216.87,0.0625
119,12494.0,7,707,1246.1000000000001,2010-12-09 11:31:00,2011-11-24 09:34:00,349,178.01428571428573,0.02
120,12497.0,1,1236,1043.1,2011-09-19 12:29:00,2011-09-19 12:29:00,0,1043.1,1.0
121,12498.0,3,159,403.70000000000005,2011-10-13 09:30:00,2011-11-18 12:53:00,36,134.5666666666667,0.08108108108108109
122,12500.0,11,2678,4257.82,2011-01-10 09:48:00,2011-11-16 16:20:00,310,387.07454545454544,0.03536977491961415
123,12501.0,1,1783,2169.39,2011-01-07 12:28:00,2011-01-07 12:28:00,0,2169.39,1.0
124,12502.0,5,820,3723.87,2011-02-03 10:41:00,2011-09-05 11:52:00,214,744.774,0.023255813953488372
125,12504.0,2,90,482.04999999999995,2011-11-09 14:56:00,2011-11-21 16:02:00,12,241.02499999999998,0.15384615384615385
126,12506.0,1,23,73.5,2011-04-21 08:54:00,2011-04-21 08:54:00,0,73.5,1.0
127,12507.0,3,894,1304.81,2011-02-14 09:24:00,2011-07-28 17:09:00,164,434.93666666666667,0.01818181818181818
128,12508.0,2,272,398.27,2011-11-10 16:27:00,2011-11-13 15:37:00,2,199.135,0.6666666666666666
129,12509.0,1,55,176.5,2011-02-28 14:45:00,2011-02-28 14:45:00,0,176.5,1.0
130,12510.0,2,353,982.5699999999999,2011-01-18 14:04:00,2011-07-20 10:15:00,182,491.28499999999997,0.01092896174863388
131,12512.0,2,99,138.03,2011-10-04 14:53:00,2011-10-04 14:55:00,0,69.015,2.0
132,12513.0,1,462,612.29,2011-08-19 10:51:00,2011-08-19 10:51:00,0,612.29,1.0
133,12514.0,1,440,1017.68,2011-03-17 16:38:00,2011-03-17 16:38:00,0,1017.68,1.0
134,12515.0,1,131,383.7,2010-12-21 15:43:00,2010-12-21 15:43:00,0,383.7,1.0
135,12516.0,2,875,1312.06,2011-06-12 11:37:00,2011-09-23 09:13:00,102,656.03,0.019417475728155338
136,12517.0,5,1371,2502.84,2011-06-02 15:13:00,2011-11-11 14:04:00,161,500.56800000000004,0.030864197530864196
137,12518.0,5,1318,2056.89,2011-08-21 13:18:00,2011-12-09 10:13:00,109,411.378,0.045454545454545456
138,12519.0,1,183,340.84,2011-10-07 09:26:00,2011-10-07 09:26:00,0,340.84,1.0
139,12520.0,5,1439,2634.26,2011-03-11 11:35:00,2011-09-21 15:23:00,194,526.8520000000001,0.02564102564102564
140,12521.0,1,309,599.68,2011-07-20 10:51:00,2011-07-20 10:51:00,0,599.68,1.0
141,12522.0,2,194,192.72,2011-10-19 14:41:00,2011-10-31 15:30:00,12,96.36,0.15384615384615385
142,12523.0,11,865,1789.77,2011-01-12 09:43:00,2011-11-20 12:55:00,312,162.70636363636365,0.03514376996805112
143,12524.0,8,3699,4485.72,2011-01-10 10:35:00,2011-11-30 15:31:00,324,560.715,0.024615384615384615
144,12526.0,3,632,1316.66,2011-09-06 14:19:00,2011-12-09 12:09:00,93,438.8866666666667,0.031914893617021274
145,12527.0,3,234,348.71000000000004,2011-01-18 12:05:00,2011-09-19 11:55:00,243,116.23666666666668,0.012295081967213115
146,12528.0,6,756,1933.48,2011-01-31 09:05:00,2011-11-30 14:40:00,303,322.24666666666667,0.019736842105263157
147,12530.0,4,913,1662.28,2011-01-07 10:04:00,2011-10-11 12:34:00,277,415.57,0.014388489208633094
148,12531.0,1,45,125.22,2011-11-25 11:12:00,2011-11-25 11:12:00,0,125.22,1.0
149,12532.0,1,153,349.83000000000004,2011-11-09 13:47:00,2011-11-09 13:47:00,0,349.83000000000004,1.0
150,12534.0,1,651,1089.18,2011-08-01 10:26:00,2011-08-01 10:26:00,0,1089.18,1.0
151,12535.0,2,219,716.35,2011-06-06 12:47:00,2011-09-09 08:48:00,94,358.175,0.021052631578947368
152,12536.0,3,2803,12601.830000000002,2011-10-11 14:52:00,2011-10-27 14:20:00,15,4200.610000000001,0.1875
153,12538.0,1,191,363.95,2011-11-10 17:16:00,2011-11-10 17:16:00,0,363.95,1.0
154,12539.0,4,2067,5568.35,2011-01-10 09:11:00,2011-11-17 13:30:00,311,1392.0875,0.01282051282051282
155,12540.0,17,6685,13400.24,2010-12-13 09:39:00,2011-11-20 11:31:00,342,788.2494117647059,0.04956268221574344
156,12541.0,3,680,981.18,2011-03-04 09:32:00,2011-11-10 10:40:00,251,327.06,0.011904761904761904
157,12544.0,1,136,372.7,2011-11-03 16:15:00,2011-11-03 16:15:00,0,372.7,1.0
158,12545.0,2,523,1000.39,2011-03-25 12:04:00,2011-09-25 13:39:00,184,500.195,0.010810810810810811
159,12546.0,2,633,1161.5,2011-09-23 09:44:00,2011-10-24 12:09:00,31,580.75,0.0625
160,12547.0,2,134,207.79999999999998,2011-03-04 12:46:00,2011-05-26 12:38:00,82,103.89999999999999,0.024096385542168676
161,12548.0,1,49,95.19999999999999,2011-06-26 15:35:00,2011-06-26 15:35:00,0,95.19999999999999,1.0
162,12550.0,1,569,964.83,2011-09-21 14:35:00,2011-09-21 14:35:00,0,964.83,1.0
163,12551.0,1,100,168.0,2010-12-17 11:23:00,2010-12-17 11:23:00,0,168.0,1.0
164,12552.0,2,88,437.82,2011-10-31 12:11:00,2011-11-01 10:02:00,0,218.91,2.0
165,12553.0,10,1965,3692.28,2011-01-14 10:42:00,2011-12-01 16:38:00,321,369.228,0.031055900621118012
166,12556.0,2,358,603.71,2011-07-11 13:35:00,2011-10-20 13:06:00,100,301.855,0.019801980198019802
167,12557.0,5,4384,11990.960000000001,2010-12-03 12:20:00,2011-11-23 16:59:00,355,2398.192,0.014044943820224719
168,12558.0,1,196,269.96,2011-12-02 10:41:00,2011-12-02 10:41:00,0,269.96,1.0
169,12559.0,2,283,561.71,2011-01-24 10:12:00,2011-02-02 09:49:00,8,280.855,0.2222222222222222
170,12560.0,3,1110,2134.01,2011-07-19 15:55:00,2011-12-04 13:54:00,137,711.3366666666667,0.021739130434782608
171,12561.0,1,177,238.85,2011-02-10 11:39:00,2011-02-10 11:39:00,0,238.85,1.0
172,12562.0,7,1779,3781.7400000000002,2011-05-25 12:44:00,2011-12-01 17:20:00,190,540.2485714285715,0.03664921465968586
173,12564.0,1,133,456.9,2011-03-23 14:55:00,2011-03-23 14:55:00,0,456.9,1.0
174,12565.0,1,80,145.92,2011-02-24 10:34:00,2011-02-24 10:34:00,0,145.92,1.0
175,12566.0,1,265,351.65,2011-09-14 14:30:00,2011-09-14 14:30:00,0,351.65,1.0
176,12567.0,10,4305,9401.28,2010-12-05 11:57:00,2011-11-17 11:02:00,346,940.128,0.02881844380403458
177,12569.0,32,1801,4124.69,2011-04-01 13:47:00,2011-12-07 16:24:00,250,128.8965625,0.12749003984063745
178,12571.0,2,523,519.61,2011-08-10 12:35:00,2011-10-31 10:19:00,81,259.805,0.024390243902439025
179,12572.0,2,452,1020.42,2011-10-19 08:20:00,2011-12-01 09:20:00,43,510.21,0.045454545454545456
180,12573.0,1,84,160.54000000000002,2011-04-26 15:52:00,2011-04-26 15:52:00,0,160.54000000000002,1.0
181,12574.0,1,61,218.45,2011-01-28 09:20:00,2011-01-28 09:20:00,0,218.45,1.0
182,12576.0,5,967,1315.83,2011-02-08 11:31:00,2011-11-04 10:11:00,268,263.166,0.01858736059479554
183,12577.0,3,472,657.8,2010-12-15 16:21:00,2011-11-04 13:24:00,323,219.26666666666665,0.009259259259259259
184,12578.0,2,1196,2794.51,2011-01-13 15:34:00,2011-11-18 13:30:00,308,1397.255,0.006472491909385114
185,12579.0,1,285,440.42,2011-09-22 17:15:00,2011-09-22 17:15:00,0,440.42,1.0
186,12580.0,1,238,415.7,2011-04-07 10:24:00,2011-04-07 10:24:00,0,415.7,1.0
187,12581.0,1,161,197.71,2011-10-31 08:56:00,2011-10-31 08:56:00,0,197.71,1.0
188,12582.0,2,300,511.36,2011-02-24 11:42:00,2011-04-15 08:45:00,49,255.68,0.04
189,12583.0,15,5060,7281.38,2010-12-01 08:45:00,2011-12-07 08:07:00,370,485.42533333333336,0.04043126684636118
190,12584.0,9,416,2338.15,2011-03-04 15:15:00,2011-12-06 09:35:00,276,259.7944444444445,0.032490974729241874
191,12585.0,2,1279,2040.1,2010-12-23 12:58:00,2011-04-19 13:39:00,117,1020.05,0.01694915254237288
192,12586.0,1,79,196.94000000000003,2011-11-22 16:24:00,2011-11-22 16:24:00,0,196.94000000000003,1.0
193,12587.0,1,51,144.0,2011-12-02 12:47:00,2011-12-02 12:47:00,0,144.0,1.0
194,12588.0,1,53,214.89999999999998,2011-10-31 15:01:00,2011-10-31 15:01:00,0,214.89999999999998,1.0
195,12589.0,2,306,646.68,2011-07-18 12:05:00,2011-11-11 10:19:00,115,323.34,0.017241379310344827
196,12590.0,2,4283,9864.26,2011-05-12 14:46:00,2011-05-12 14:52:00,0,4932.13,2.0
197,12591.0,1,228,452.84999999999997,2011-01-26 14:35:00,2011-01-26 14:35:00,0,452.84999999999997,1.0
198,12592.0,2,290,437.6,2011-05-10 13:44:00,2011-09-08 15:04:00,121,218.8,0.01639344262295082
199,12593.0,3,206,418.09999999999997,2011-05-05 09:29:00,2011-08-23 12:43:00,110,139.36666666666665,0.02702702702702703
200,12594.0,10,1777,3338.2200000000003,2011-01-21 09:52:00,2011-11-02 12:20:00,285,333.822,0.03496503496503497
201,12596.0,2,474,618.27,2011-04-11 13:22:00,2011-10-19 13:02:00,190,309.135,0.010471204188481676
202,12597.0,4,2236,3811.22,2011-03-16 14:00:00,2011-11-20 13:33:00,248,952.805,0.01606425702811245
203,12598.0,8,1964,3023.08,2011-02-28 11:58:00,2011-11-30 12:18:00,275,377.885,0.028985507246376812
204,12599.0,7,956,1032.58,2011-02-08 13:28:00,2011-11-10 13:34:00,275,147.51142857142855,0.025362318840579712
205,12600.0,10,774,2599.04,2010-12-03 12:57:00,2011-11-11 10:29:00,342,259.904,0.029154518950437316
206,12601.0,5,245,577.0600000000001,2011-01-11 10:38:00,2011-06-03 10:17:00,142,115.412,0.03496503496503497
207,12602.0,1,162,153.12,2011-10-12 11:22:00,2011-10-12 11:22:00,0,153.12,1.0
208,12603.0,1,63,739.1999999999999,2011-11-18 10:42:00,2011-11-18 10:42:00,0,739.1999999999999,1.0
209,12604.0,2,201,254.18,2011-03-23 12:06:00,2011-09-21 14:08:00,182,127.09,0.01092896174863388
210,12607.0,1,1228,1579.51,2011-10-10 16:06:00,2011-10-10 16:06:00,0,1579.51,1.0
211,12609.0,3,648,1126.85,2011-01-25 15:13:00,2011-09-22 16:34:00,240,375.6166666666666,0.012448132780082987
212,12610.0,5,1049,2099.54,2011-08-05 13:52:00,2011-11-17 09:34:00,103,419.908,0.04807692307692308
213,12611.0,1,846,1193.32,2011-10-18 13:12:00,2011-10-18 13:12:00,0,1193.32,1.0
214,12612.0,1,262,704.0400000000001,2011-09-26 15:35:00,2011-09-26 15:35:00,0,704.0400000000001,1.0
215,12613.0,5,1644,3344.38,2011-03-22 15:42:00,2011-10-13 14:59:00,204,668.876,0.024390243902439025
216,12614.0,1,76,315.6,2011-03-07 10:22:00,2011-03-07 10:22:00,0,315.6,1.0
217,12615.0,4,1376,2291.19,2011-06-24 13:35:00,2011-12-07 15:02:00,166,572.7975,0.023952095808383235
218,12616.0,2,284,713.3,2011-02-15 14:17:00,2011-09-05 15:17:00,202,356.65,0.009852216748768473
219,12617.0,1,213,355.53,2011-11-10 14:39:00,2011-11-10 14:39:00,0,355.53,1.0
220,12618.0,1,96,177.31,2011-11-18 11:10:00,2011-11-18 11:10:00,0,177.31,1.0
221,12619.0,9,3378,3641.24,2011-03-31 13:10:00,2011-11-23 14:52:00,237,404.5822222222222,0.037815126050420166
222,12620.0,3,1181,1339.41,2011-05-19 12:10:00,2011-11-25 10:20:00,189,446.47,0.015789473684210527
223,12621.0,20,7440,13689.67,2010-12-09 10:16:00,2011-12-08 11:25:00,364,684.4835,0.0547945205479452
224,12622.0,1,69,180.1,2011-04-21 16:39:00,2011-04-21 16:39:00,0,180.1,1.0
225,12623.0,1,191,305.1,2011-03-08 13:50:00,2011-03-08 13:50:00,0,305.1,1.0
226,12624.0,2,355,641.13,2011-06-15 12:34:00,2011-08-25 15:04:00,71,320.565,0.027777777777777776
227,12625.0,2,1612,2683.82,2011-01-24 13:27:00,2011-05-12 09:54:00,107,1341.91,0.018518518518518517
228,12626.0,9,3453,6620.48,2011-01-17 11:01:00,2011-11-16 16:06:00,303,735.6088888888888,0.029605263157894735
229,12627.0,7,2752,4478.53,2011-07-22 13:59:00,2011-11-29 12:07:00,129,639.79,0.05384615384615385
230,12628.0,3,448,786.46,2011-10-06 09:28:00,2011-12-05 13:15:00,60,262.15333333333336,0.04918032786885246
231,12630.0,2,548,1270.88,2011-10-27 10:41:00,2011-11-30 10:48:00,34,635.44,0.05714285714285714
232,12631.0,1,236,640.5,2011-10-13 13:53:00,2011-10-13 13:53:00,0,640.5,1.0
233,12633.0,4,1162,2163.98,2011-02-25 08:44:00,2011-10-12 11:40:00,229,540.995,0.017391304347826087
234,12635.0,2,1172,1689.18,2011-07-08 08:43:00,2011-09-11 11:04:00,65,844.59,0.030303030303030304
235,12637.0,8,3002,6021.9,2011-01-20 10:47:00,2011-10-03 13:46:00,256,752.7375,0.0311284046692607
236,12638.0,1,577,671.69,2011-11-06 13:11:00,2011-11-06 13:11:00,0,671.69,1.0
237,12639.0,1,201,486.1,2011-04-15 12:48:00,2011-04-15 12:48:00,0,486.1,1.0
238,12640.0,3,311,1174.58,2011-09-19 12:01:00,2011-11-16 11:52:00,57,391.52666666666664,0.05172413793103448
239,12641.0,1,72,185.9,2011-08-16 13:26:00,2011-08-16 13:26:00,0,185.9,1.0
240,12642.0,3,552,1013.26,2011-08-24 09:23:00,2011-11-14 15:03:00,82,337.75333333333333,0.03614457831325301
241,12643.0,6,1808,3344.64,2011-01-11 11:48:00,2011-08-03 12:56:00,204,557.4399999999999,0.02926829268292683
242,12644.0,1,325,477.91,2011-08-02 10:33:00,2011-08-02 10:33:00,0,477.91,1.0
